count,label,w,x,y,z
count,label,w,x,y,z
{"msg": "Still"}
2391,RFA,0.6566,0.0020,-0.7538,-0.0255
2392,RFA,0.6564,0.0021,-0.7540,-0.0253
2393,RFA,0.6561,0.0019,-0.7542,-0.0252
2394,RFA,0.6561,0.0018,-0.7543,-0.0251
2395,RFA,0.6563,0.0018,-0.7540,-0.0253
2396,RFA,0.6567,0.0016,-0.7538,-0.0255
2397,RFA,0.6573,0.0014,-0.7532,-0.0256
2398,RFA,0.6578,0.0010,-0.7527,-0.0256
2399,RFA,0.6581,0.0009,-0.7525,-0.0257
2400,RFA,0.6584,0.0010,-0.7522,-0.0258
2401,RFA,0.6586,0.0012,-0.7520,-0.0261
2402,RFA,0.6588,0.0016,-0.7520,-0.0262
2403,RFA,0.6586,0.0019,-0.7520,-0.0263
2404,RFA,0.6583,0.0022,-0.7523,-0.0261
2405,RFA,0.6573,0.0027,-0.7531,-0.0257
2406,RFA,0.6569,0.0026,-0.7536,-0.0252
2407,RFA,0.6565,0.0025,-0.7540,-0.0247
2408,RFA,0.6557,0.0024,-0.7546,-0.0240
2409,RFA,0.6552,0.0023,-0.7551,-0.0237
2410,RFA,0.6549,0.0022,-0.7554,-0.0236
2411,RFA,0.6552,0.0021,-0.7551,-0.0236
2412,RFA,0.6561,0.0020,-0.7543,-0.0237
2413,RFA,0.6570,0.0018,-0.7535,-0.0238
2414,RFA,0.6572,0.0015,-0.7534,-0.0237
2415,RFA,0.6573,0.0013,-0.7532,-0.0236
2416,RFA,0.6575,0.0010,-0.7531,-0.0234
2417,RFA,0.6577,0.0007,-0.7529,-0.0233
2418,RFA,0.6580,0.0006,-0.7527,-0.0234
2419,RFA,0.6579,0.0011,-0.7527,-0.0236
2420,RFA,0.6579,0.0013,-0.7527,-0.0238
2421,RFA,0.6580,0.0012,-0.7526,-0.0239
2422,RFA,0.6584,0.0012,-0.7523,-0.0240
2423,RFA,0.6588,0.0011,-0.7520,-0.0240
2424,RFA,0.6589,0.0009,-0.7518,-0.0240
2425,RFA,0.6589,0.0007,-0.7518,-0.0241
2426,RFA,0.6591,0.0008,-0.7517,-0.0242
2427,RFA,0.6592,0.0011,-0.7515,-0.0244
2428,RFA,0.6594,0.0013,-0.7514,-0.0247
2429,RFA,0.6594,0.0015,-0.7515,-0.0248
2430,RFA,0.6593,0.0017,-0.7515,-0.0250
2431,RFA,0.6592,0.0019,-0.7516,-0.0250
2432,RFA,0.6589,0.0020,-0.7518,-0.0249
2433,RFA,0.6588,0.0019,-0.7520,-0.0248
2434,RFA,0.6589,0.0018,-0.7518,-0.0248
2435,RFA,0.6594,0.0017,-0.7514,-0.0247
2436,RFA,0.6595,0.0017,-0.7513,-0.0247
2437,RFA,0.6596,0.0018,-0.7512,-0.0247
2438,RFA,0.6597,0.0015,-0.7511,-0.0245
2439,RFA,0.6598,0.0016,-0.7510,-0.0244
2440,RFA,0.6598,0.0016,-0.7511,-0.0242
2441,RFA,0.6598,0.0016,-0.7511,-0.0240
2442,RFA,0.6599,0.0019,-0.7510,-0.0239
2443,RFA,0.6602,0.0022,-0.7507,-0.0239
2444,RFA,0.6606,0.0024,-0.7504,-0.0239
2445,RFA,0.6613,0.0024,-0.7498,-0.0237
2446,RFA,0.6626,0.0024,-0.7486,-0.0239
2447,RFA,0.6634,0.0026,-0.7479,-0.0242
2448,RFA,0.6639,0.0030,-0.7474,-0.0244
2449,RFA,0.6646,0.0034,-0.7468,-0.0248
2450,RFA,0.6650,0.0034,-0.7465,-0.0248
2451,RFA,0.6652,0.0035,-0.7463,-0.0247
2452,RFA,0.6651,0.0035,-0.7463,-0.0245
2453,RFA,0.6653,0.0036,-0.7462,-0.0243
2454,RFA,0.6658,0.0036,-0.7458,-0.0241
2455,RFA,0.6664,0.0032,-0.7452,-0.0236
2456,RFA,0.6672,0.0026,-0.7446,-0.0231
2457,RFA,0.6677,0.0026,-0.7441,-0.0231
2458,RFA,0.6680,0.0027,-0.7438,-0.0233
2459,RFA,0.6683,0.0029,-0.7435,-0.0235
2460,RFA,0.6686,0.0031,-0.7432,-0.0236
2461,RFA,0.6687,0.0032,-0.7432,-0.0236
2462,RFA,0.6686,0.0036,-0.7432,-0.0234
2463,RFA,0.6686,0.0038,-0.7432,-0.0234
2464,RFA,0.6687,0.0037,-0.7432,-0.0234
2465,RFA,0.6691,0.0035,-0.7428,-0.0234
2466,RFA,0.6695,0.0033,-0.7424,-0.0236
2467,RFA,0.6699,0.0032,-0.7421,-0.0238
2468,RFA,0.6702,0.0031,-0.7418,-0.0240
2469,RFA,0.6706,0.0031,-0.7414,-0.0242
2470,RFA,0.6714,0.0030,-0.7407,-0.0245
2471,RFA,0.6722,0.0027,-0.7400,-0.0248
2472,RFA,0.6728,0.0021,-0.7394,-0.0249
2473,RFA,0.6733,0.0016,-0.7389,-0.0249
2474,RFA,0.6734,0.0013,-0.7389,-0.0248
2475,RFA,0.6728,0.0010,-0.7394,-0.0247
2476,RFA,0.6720,0.0013,-0.7401,-0.0246
2477,RFA,0.6713,0.0017,-0.7408,-0.0246
2478,RFA,0.6707,0.0021,-0.7413,-0.0248
2479,RFA,0.6708,0.0023,-0.7412,-0.0249
2480,RFA,0.6711,0.0024,-0.7410,-0.0251
2481,RFA,0.6714,0.0022,-0.7406,-0.0253
2482,RFA,0.6720,0.0021,-0.7401,-0.0254
2483,RFA,0.6729,0.0020,-0.7394,-0.0256
2484,RFA,0.6738,0.0017,-0.7385,-0.0257
2485,RFA,0.6753,0.0009,-0.7371,-0.0258
2486,RFA,0.6786,-0.0006,-0.7341,-0.0258
2487,RFA,0.6810,-0.0021,-0.7318,-0.0259
2488,RFA,0.6837,-0.0036,-0.7292,-0.0262
2489,RFA,0.6868,-0.0049,-0.7264,-0.0267
2490,RFA,0.6921,-0.0067,-0.7213,-0.0273
2491,RFA,0.6974,-0.0092,-0.7161,-0.0280
2492,RFA,0.7019,-0.0112,-0.7116,-0.0286
2493,RFA,0.7079,-0.0132,-0.7055,-0.0292
2494,RFA,0.7179,-0.0161,-0.6953,-0.0303
2495,RFA,0.7253,-0.0178,-0.6874,-0.0314
2496,RFA,0.7336,-0.0195,-0.6785,-0.0322
2497,RFA,0.7426,-0.0211,-0.6686,-0.0329
2498,RFA,0.7522,-0.0227,-0.6577,-0.0335
2499,RFA,0.7667,-0.0255,-0.6406,-0.0349
2500,RFA,0.7764,-0.0281,-0.6285,-0.0362
2501,RFA,0.7856,-0.0315,-0.6167,-0.0373
2502,RFA,0.7944,-0.0346,-0.6052,-0.0385
2503,RFA,0.8023,-0.0370,-0.5944,-0.0399
2504,RFA,0.8101,-0.0378,-0.5837,-0.0411
2505,RFA,0.8171,-0.0372,-0.5738,-0.0422
2506,RFA,0.8235,-0.0369,-0.5645,-0.0435
2507,RFA,0.8298,-0.0364,-0.5551,-0.0446
2508,RFA,0.8397,-0.0364,-0.5399,-0.0458
2509,RFA,0.8464,-0.0364,-0.5293,-0.0463
2510,RFA,0.8533,-0.0361,-0.5182,-0.0463
2511,RFA,0.8599,-0.0363,-0.5070,-0.0463
2512,RFA,0.8667,-0.0364,-0.4954,-0.0460
2513,RFA,0.8740,-0.0367,-0.4825,-0.0453
2514,RFA,0.8810,-0.0374,-0.4694,-0.0445
2515,RFA,0.8880,-0.0383,-0.4561,-0.0437
2516,RFA,0.8947,-0.0392,-0.4427,-0.0435
2517,RFA,0.9006,-0.0396,-0.4307,-0.0434
2518,RFA,0.9055,-0.0393,-0.4203,-0.0435
2519,RFA,0.9097,-0.0383,-0.4113,-0.0435
2520,RFA,0.9131,-0.0379,-0.4034,-0.0437
2521,RFA,0.9169,-0.0375,-0.3949,-0.0443
2522,RFA,0.9210,-0.0366,-0.3853,-0.0449
2523,RFA,0.9253,-0.0359,-0.3748,-0.0456
2524,RFA,0.9299,-0.0353,-0.3632,-0.0461
2525,RFA,0.9350,-0.0351,-0.3497,-0.0464
2526,RFA,0.9432,-0.0358,-0.3270,-0.0461
2527,RFA,0.9491,-0.0360,-0.3096,-0.0454
2528,RFA,0.9551,-0.0366,-0.2906,-0.0444
2529,RFA,0.9612,-0.0362,-0.2699,-0.0432
2530,RFA,0.9670,-0.0356,-0.2488,-0.0422
2531,RFA,0.9720,-0.0339,-0.2289,-0.0413
2532,RFA,0.9781,-0.0320,-0.2014,-0.0404
2533,RFA,0.9819,-0.0308,-0.1825,-0.0402
2534,RFA,0.9865,-0.0284,-0.1562,-0.0395
2535,RFA,0.9901,-0.0247,-0.1324,-0.0386
2536,RFA,0.9929,-0.0222,-0.1104,-0.0382
2537,RFA,0.9946,-0.0198,-0.0945,-0.0372
2538,RFA,0.9961,-0.0184,-0.0778,-0.0359
2539,RFA,0.9974,-0.0186,-0.0612,-0.0341
2540,RFA,0.9984,-0.0189,-0.0438,-0.0317
2541,RFA,0.9990,-0.0191,-0.0259,-0.0295
2542,RFA,0.9994,-0.0182,-0.0074,-0.0277
2543,RFA,0.9994,-0.0174,0.0096,-0.0266
2544,RFA,0.9991,-0.0179,0.0253,-0.0260
2545,RFA,0.9986,-0.0184,0.0412,-0.0257
2546,RFA,0.9977,-0.0183,0.0585,-0.0256
2547,RFA,0.9965,-0.0170,0.0781,-0.0254
2548,RFA,0.9947,-0.0170,0.0982,-0.0247
2549,RFA,0.9924,-0.0182,0.1186,-0.0242
2550,RFA,0.9901,-0.0195,0.1368,-0.0232
2551,RFA,0.9883,-0.0205,0.1490,-0.0218
2552,RFA,0.9869,-0.0214,0.1583,-0.0206
2553,RFA,0.9855,-0.0217,0.1669,-0.0195
2554,RFA,0.9841,-0.0204,0.1754,-0.0193
2555,RFA,0.9823,-0.0188,0.1852,-0.0199
2556,RFA,0.9807,-0.0184,0.1932,-0.0202
2557,RFA,0.9796,-0.0190,0.1990,-0.0207
2558,RFA,0.9788,-0.0198,0.2025,-0.0211
2559,RFA,0.9785,-0.0202,0.2037,-0.0215
2560,RFA,0.9780,-0.0182,0.2067,-0.0229
2561,RFA,0.9764,-0.0161,0.2135,-0.0264
2562,RFA,0.9753,-0.0148,0.2186,-0.0284
2563,RFA,0.9743,-0.0146,0.2225,-0.0300
2564,RFA,0.9738,-0.0157,0.2243,-0.0316
2565,RFA,0.9738,-0.0152,0.2244,-0.0345
2566,RFA,0.9743,-0.0146,0.2213,-0.0378
2567,RFA,0.9750,-0.0151,0.2178,-0.0394
2568,RFA,0.9761,-0.0181,0.2128,-0.0404
2569,RFA,0.9773,-0.0202,0.2068,-0.0402
2570,RFA,0.9789,-0.0234,0.1993,-0.0390
2571,RFA,0.9811,-0.0294,0.1872,-0.0374
2572,RFA,0.9830,-0.0364,0.1760,-0.0356
2573,RFA,0.9839,-0.0417,0.1699,-0.0341
2574,RFA,0.9848,-0.0471,0.1639,-0.0323
2575,RFA,0.9854,-0.0524,0.1588,-0.0309
2576,RFA,0.9857,-0.0613,0.1543,-0.0288
2577,RFA,0.9854,-0.0683,0.1535,-0.0282
2578,RFA,0.9849,-0.0768,0.1522,-0.0280
2579,RFA,0.9844,-0.0865,0.1504,-0.0278
2580,RFA,0.9837,-0.0972,0.1484,-0.0274
2581,RFA,0.9829,-0.1069,0.1473,-0.0270
2582,RFA,0.9822,-0.1162,0.1449,-0.0262
2583,RFA,0.9816,-0.1255,0.1415,-0.0258
2584,RFA,0.9807,-0.1362,0.1374,-0.0258
2585,RFA,0.9796,-0.1481,0.1334,-0.0259
2586,RFA,0.9781,-0.1603,0.1298,-0.0261
2587,RFA,0.9766,-0.1723,0.1263,-0.0250
2588,RFA,0.9744,-0.1883,0.1207,-0.0229
2589,RFA,0.9730,-0.1985,0.1159,-0.0222
2590,RFA,0.9712,-0.2101,0.1100,-0.0212
2591,RFA,0.9690,-0.2227,0.1050,-0.0207
2592,RFA,0.9664,-0.2357,0.1003,-0.0202
2593,RFA,0.9636,-0.2488,0.0960,-0.0198
2594,RFA,0.9602,-0.2631,0.0911,-0.0201
2595,RFA,0.9567,-0.2778,0.0845,-0.0206
2596,RFA,0.9533,-0.2911,0.0771,-0.0211
2597,RFA,0.9503,-0.3026,0.0707,-0.0213
2598,RFA,0.9468,-0.3144,0.0657,-0.0212
2599,RFA,0.9423,-0.3282,0.0626,-0.0211
2600,RFA,0.9341,-0.3511,0.0600,-0.0220
2601,RFA,0.9286,-0.3657,0.0580,-0.0226
2602,RFA,0.9210,-0.3851,0.0534,-0.0236
2603,RFA,0.9162,-0.3967,0.0510,-0.0245
2604,RFA,0.9114,-0.4078,0.0496,-0.0255
2605,RFA,0.9038,-0.4241,0.0504,-0.0272
2606,RFA,0.8954,-0.4414,0.0499,-0.0286
2607,RFA,0.8897,-0.4532,0.0471,-0.0289
2608,RFA,0.8839,-0.4647,0.0437,-0.0298
2609,RFA,0.8782,-0.4754,0.0410,-0.0314
2610,RFA,0.8726,-0.4858,0.0388,-0.0329
2611,RFA,0.8661,-0.4974,0.0362,-0.0334
2612,RFA,0.8548,-0.5168,0.0321,-0.0339
2613,RFA,0.8462,-0.5309,0.0298,-0.0343
2614,RFA,0.8368,-0.5458,0.0261,-0.0345
2615,RFA,0.8271,-0.5605,0.0217,-0.0352
2616,RFA,0.8186,-0.5728,0.0184,-0.0370
2617,RFA,0.8105,-0.5842,0.0170,-0.0400
2618,RFA,0.8013,-0.5964,0.0165,-0.0436
2619,RFA,0.7915,-0.6091,0.0164,-0.0473
2620,RFA,0.7823,-0.6207,0.0167,-0.0505
2621,RFA,0.7740,-0.6306,0.0167,-0.0535
2622,RFA,0.7664,-0.6397,0.0164,-0.0562
2623,RFA,0.7590,-0.6483,0.0164,-0.0583
2624,RFA,0.7498,-0.6587,0.0178,-0.0611
2625,RFA,0.7433,-0.6658,0.0175,-0.0620
2626,RFA,0.7363,-0.6736,0.0167,-0.0624
2627,RFA,0.7288,-0.6816,0.0168,-0.0626
2628,RFA,0.7195,-0.6917,0.0159,-0.0601
2629,RFA,0.7094,-0.7023,0.0153,-0.0578
2630,RFA,0.6947,-0.7169,0.0167,-0.0565
2631,RFA,0.6852,-0.7259,0.0189,-0.0560
2632,RFA,0.6760,-0.7345,0.0219,-0.0554
2633,RFA,0.6665,-0.7431,0.0256,-0.0541
2634,RFA,0.6557,-0.7526,0.0294,-0.0527
2635,RFA,0.6442,-0.7625,0.0335,-0.0513
2636,RFA,0.6339,-0.7709,0.0361,-0.0515
2637,RFA,0.6254,-0.7777,0.0367,-0.0521
2638,RFA,0.6182,-0.7834,0.0359,-0.0525
2639,RFA,0.6126,-0.7878,0.0345,-0.0544
2640,RFA,0.6072,-0.7919,0.0323,-0.0565
2641,RFA,0.6021,-0.7958,0.0292,-0.0585
2642,RFA,0.5964,-0.8000,0.0251,-0.0604
2643,RFA,0.5913,-0.8038,0.0202,-0.0623
2644,RFA,0.5845,-0.8087,0.0144,-0.0643
2645,RFA,0.5800,-0.8120,0.0137,-0.0642
2646,RFA,0.5777,-0.8137,0.0159,-0.0626
2647,RFA,0.5764,-0.8148,0.0198,-0.0603
2648,RFA,0.5768,-0.8145,0.0272,-0.0573
2649,RFA,0.5790,-0.8127,0.0367,-0.0543
2650,RFA,0.5826,-0.8099,0.0468,-0.0505
2651,RFA,0.5855,-0.8076,0.0527,-0.0480
2652,RFA,0.5898,-0.8042,0.0589,-0.0447
2653,RFA,0.5921,-0.8024,0.0619,-0.0427
2654,RFA,0.5951,-0.8000,0.0648,-0.0411
2655,RFA,0.5987,-0.7971,0.0674,-0.0398
2656,RFA,0.6016,-0.7949,0.0693,-0.0383
2657,RFA,0.6061,-0.7913,0.0720,-0.0358
2658,RFA,0.6086,-0.7893,0.0739,-0.0345
2659,RFA,0.6104,-0.7878,0.0757,-0.0333
2660,RFA,0.6115,-0.7868,0.0772,-0.0323
2661,RFA,0.6114,-0.7867,0.0788,-0.0319
2662,RFA,0.6104,-0.7875,0.0798,-0.0317
2663,RFA,0.6090,-0.7885,0.0797,-0.0314
2664,RFA,0.6086,-0.7888,0.0798,-0.0311
2665,RFA,0.6088,-0.7887,0.0801,-0.0308
2666,RFA,0.6091,-0.7884,0.0807,-0.0306
2667,RFA,0.6094,-0.7880,0.0820,-0.0311
2668,RFA,0.6100,-0.7874,0.0835,-0.0316
2669,RFA,0.6121,-0.7855,0.0855,-0.0320
2670,RFA,0.6133,-0.7845,0.0861,-0.0318
2671,RFA,0.6148,-0.7833,0.0860,-0.0317
2672,RFA,0.6163,-0.7822,0.0856,-0.0320
2673,RFA,0.6177,-0.7811,0.0853,-0.0322
2674,RFA,0.6195,-0.7797,0.0853,-0.0322
2675,RFA,0.6213,-0.7781,0.0862,-0.0323
2676,RFA,0.6226,-0.7770,0.0872,-0.0323
2677,RFA,0.6232,-0.7764,0.0878,-0.0323
2678,RFA,0.6240,-0.7758,0.0880,-0.0330
2679,RFA,0.6245,-0.7753,0.0881,-0.0331
2680,RFA,0.6256,-0.7744,0.0883,-0.0333
2681,RFA,0.6266,-0.7736,0.0881,-0.0334
2682,RFA,0.6277,-0.7727,0.0882,-0.0337
2683,RFA,0.6290,-0.7717,0.0884,-0.0339
2684,RFA,0.6308,-0.7701,0.0887,-0.0342
2685,RFA,0.6317,-0.7693,0.0887,-0.0345
2686,RFA,0.6324,-0.7687,0.0884,-0.0352
2687,RFA,0.6326,-0.7686,0.0878,-0.0358
2688,RFA,0.6326,-0.7687,0.0871,-0.0365
2689,RFA,0.6329,-0.7684,0.0864,-0.0372
2690,RFA,0.6334,-0.7683,0.0848,-0.0377
2691,RFA,0.6338,-0.7681,0.0834,-0.0382
2692,RFA,0.6346,-0.7676,0.0815,-0.0389
2693,RFA,0.6357,-0.7667,0.0795,-0.0399
2694,RFA,0.6371,-0.7658,0.0773,-0.0411
2695,RFA,0.6375,-0.7656,0.0762,-0.0419
2696,RFA,0.6377,-0.7654,0.0753,-0.0427
2697,RFA,0.6384,-0.7648,0.0747,-0.0433
2698,RFA,0.6396,-0.7639,0.0736,-0.0439
2699,RFA,0.6407,-0.7629,0.0731,-0.0450
2700,RFA,0.6412,-0.7625,0.0734,-0.0460
2701,RFA,0.6411,-0.7625,0.0740,-0.0463
2702,RFA,0.6413,-0.7623,0.0745,-0.0468
2703,RFA,0.6418,-0.7618,0.0746,-0.0472
2704,RFA,0.6423,-0.7614,0.0740,-0.0477
2705,RFA,0.6425,-0.7613,0.0732,-0.0479
2706,RFA,0.6429,-0.7610,0.0729,-0.0481
2707,RFA,0.6436,-0.7603,0.0729,-0.0482
2708,RFA,0.6448,-0.7593,0.0731,-0.0484
2709,RFA,0.6459,-0.7584,0.0732,-0.0486
2710,RFA,0.6472,-0.7573,0.0731,-0.0493
2711,RFA,0.6479,-0.7565,0.0734,-0.0497
2712,RFA,0.6488,-0.7557,0.0740,-0.0503
2713,RFA,0.6492,-0.7552,0.0745,-0.0506
2714,RFA,0.6494,-0.7551,0.0751,-0.0512
2715,RFA,0.6494,-0.7549,0.0757,-0.0521
2716,RFA,0.6492,-0.7549,0.0754,-0.0536
2717,RFA,0.6490,-0.7552,0.0747,-0.0546
2718,RFA,0.6486,-0.7555,0.0748,-0.0550
2719,RFA,0.6481,-0.7559,0.0747,-0.0549
2720,RFA,0.6486,-0.7555,0.0747,-0.0549
2721,RFA,0.6491,-0.7551,0.0743,-0.0549
2722,RFA,0.6495,-0.7548,0.0738,-0.0548
2723,RFA,0.6498,-0.7546,0.0732,-0.0547
2724,RFA,0.6498,-0.7545,0.0732,-0.0546
2725,RFA,0.6501,-0.7544,0.0728,-0.0546
2726,RFA,0.6506,-0.7540,0.0723,-0.0549
2727,RFA,0.6512,-0.7535,0.0715,-0.0552
2728,RFA,0.6520,-0.7530,0.0698,-0.0554
2729,RFA,0.6520,-0.7530,0.0690,-0.0556
2730,RFA,0.6521,-0.7531,0.0680,-0.0558
2731,RFA,0.6525,-0.7527,0.0672,-0.0560
2732,RFA,0.6530,-0.7524,0.0662,-0.0560
2733,RFA,0.6537,-0.7518,0.0657,-0.0560
2734,RFA,0.6539,-0.7516,0.0656,-0.0561
2735,RFA,0.6539,-0.7516,0.0654,-0.0563
2736,RFA,0.6539,-0.7516,0.0655,-0.0567
2737,RFA,0.6537,-0.7518,0.0651,-0.0571
2738,RFA,0.6533,-0.7522,0.0645,-0.0576
2739,RFA,0.6528,-0.7526,0.0639,-0.0579
2740,RFA,0.6525,-0.7529,0.0635,-0.0582
2741,RFA,0.6522,-0.7531,0.0633,-0.0591
2742,RFA,0.6519,-0.7533,0.0627,-0.0600
2743,RFA,0.6519,-0.7534,0.0619,-0.0609
2744,RFA,0.6520,-0.7532,0.0612,-0.0617
2745,RFA,0.6525,-0.7528,0.0611,-0.0621
2746,RFA,0.6528,-0.7525,0.0607,-0.0624
2747,RFA,0.6531,-0.7523,0.0601,-0.0627
2748,RFA,0.6533,-0.7521,0.0592,-0.0630
2749,RFA,0.6532,-0.7523,0.0580,-0.0632
2750,RFA,0.6530,-0.7525,0.0568,-0.0635
2751,RFA,0.6525,-0.7530,0.0560,-0.0637
2752,RFA,0.6522,-0.7533,0.0557,-0.0639
2753,RFA,0.6524,-0.7531,0.0552,-0.0641
2754,RFA,0.6530,-0.7526,0.0547,-0.0643
2755,RFA,0.6536,-0.7522,0.0541,-0.0642
2756,RFA,0.6541,-0.7518,0.0537,-0.0641
2757,RFA,0.6544,-0.7515,0.0533,-0.0638
2758,RFA,0.6548,-0.7513,0.0532,-0.0636
2759,RFA,0.6550,-0.7512,0.0533,-0.0632
2760,RFA,0.6553,-0.7509,0.0534,-0.0628
2761,RFA,0.6557,-0.7505,0.0533,-0.0626
2762,RFA,0.6562,-0.7501,0.0527,-0.0625
2763,RFA,0.6569,-0.7496,0.0520,-0.0626
2764,RFA,0.6573,-0.7493,0.0516,-0.0625
2765,RFA,0.6575,-0.7491,0.0515,-0.0623
2766,RFA,0.6577,-0.7490,0.0516,-0.0622
2767,RFA,0.6581,-0.7486,0.0516,-0.0622
2768,RFA,0.6585,-0.7483,0.0513,-0.0621
2769,RFA,0.6589,-0.7479,0.0514,-0.0618
2770,RFA,0.6594,-0.7475,0.0521,-0.0615
2771,RFA,0.6598,-0.7471,0.0530,-0.0613
2772,RFA,0.6600,-0.7468,0.0536,-0.0613
2773,RFA,0.6599,-0.7469,0.0538,-0.0614
2774,RFA,0.6597,-0.7471,0.0536,-0.0616
2775,RFA,0.6601,-0.7468,0.0528,-0.0620
2776,RFA,0.6613,-0.7458,0.0520,-0.0624
2777,RFA,0.6620,-0.7452,0.0514,-0.0624
2778,RFA,0.6620,-0.7452,0.0513,-0.0618
2779,RFA,0.6622,-0.7451,0.0522,-0.0609
2780,RFA,0.6625,-0.7448,0.0529,-0.0605
2781,RFA,0.6626,-0.7447,0.0527,-0.0602
2782,RFA,0.6627,-0.7447,0.0522,-0.0598
2783,RFA,0.6625,-0.7449,0.0519,-0.0598
2784,RFA,0.6625,-0.7448,0.0522,-0.0598
2785,RFA,0.6627,-0.7447,0.0524,-0.0597
2786,RFA,0.6630,-0.7444,0.0524,-0.0599
2787,RFA,0.6629,-0.7445,0.0521,-0.0599
2788,RFA,0.6629,-0.7445,0.0521,-0.0600
2789,RFA,0.6630,-0.7444,0.0516,-0.0600
2790,RFA,0.6636,-0.7440,0.0513,-0.0599
2791,RFA,0.6641,-0.7435,0.0511,-0.0598
2792,RFA,0.6644,-0.7433,0.0513,-0.0594
2793,RFA,0.6647,-0.7430,0.0510,-0.0594
2794,RFA,0.6649,-0.7429,0.0504,-0.0595
2795,RFA,0.6649,-0.7429,0.0499,-0.0598
2796,RFA,0.6647,-0.7431,0.0496,-0.0599
2797,RFA,0.6653,-0.7426,0.0489,-0.0599
2798,RFA,0.6657,-0.7422,0.0481,-0.0599
2799,RFA,0.6657,-0.7422,0.0475,-0.0599
2800,RFA,0.6656,-0.7424,0.0468,-0.0602
2801,RFA,0.6659,-0.7421,0.0464,-0.0607
2802,RFA,0.6662,-0.7418,0.0463,-0.0610
2803,RFA,0.6664,-0.7416,0.0463,-0.0610
2804,RFA,0.6666,-0.7415,0.0466,-0.0610
2805,RFA,0.6669,-0.7412,0.0468,-0.0609
2806,RFA,0.6674,-0.7407,0.0467,-0.0610
2807,RFA,0.6675,-0.7407,0.0468,-0.0611
2808,RFA,0.6672,-0.7408,0.0472,-0.0612
2809,RFA,0.6672,-0.7408,0.0477,-0.0612
2810,RFA,0.6672,-0.7408,0.0476,-0.0611
2811,RFA,0.6672,-0.7408,0.0475,-0.0613
2812,RFA,0.6671,-0.7409,0.0476,-0.0613
2813,RFA,0.6674,-0.7407,0.0479,-0.0612
2814,RFA,0.6675,-0.7405,0.0480,-0.0612
2815,RFA,0.6678,-0.7403,0.0476,-0.0611
2816,RFA,0.6682,-0.7400,0.0471,-0.0612
2817,RFA,0.6686,-0.7397,0.0465,-0.0613
2818,RFA,0.6689,-0.7394,0.0462,-0.0615
2819,RFA,0.6689,-0.7393,0.0463,-0.0615
2820,RFA,0.6689,-0.7393,0.0466,-0.0616
2821,RFA,0.6688,-0.7394,0.0469,-0.0618
2822,RFA,0.6686,-0.7395,0.0472,-0.0620
2823,RFA,0.6684,-0.7397,0.0472,-0.0621
2824,RFA,0.6681,-0.7399,0.0473,-0.0624
2825,RFA,0.6678,-0.7401,0.0475,-0.0626
2826,RFA,0.6677,-0.7403,0.0474,-0.0626
2827,RFA,0.6674,-0.7405,0.0472,-0.0626
2828,RFA,0.6674,-0.7405,0.0481,-0.0625
2829,RFA,0.6675,-0.7404,0.0486,-0.0625
2830,RFA,0.6672,-0.7407,0.0490,-0.0624
2831,RFA,0.6668,-0.7410,0.0493,-0.0623
2832,RFA,0.6664,-0.7413,0.0495,-0.0623
2833,RFA,0.6663,-0.7415,0.0494,-0.0624
2834,RFA,0.6661,-0.7416,0.0487,-0.0628
2835,RFA,0.6662,-0.7416,0.0483,-0.0630
2836,RFA,0.6663,-0.7415,0.0480,-0.0632
2837,RFA,0.6662,-0.7415,0.0475,-0.0635
2838,RFA,0.6664,-0.7414,0.0468,-0.0638
2839,RFA,0.6666,-0.7411,0.0464,-0.0642
2840,RFA,0.6668,-0.7410,0.0463,-0.0645
2841,RFA,0.6669,-0.7408,0.0461,-0.0647
2842,RFA,0.6671,-0.7407,0.0461,-0.0649
2843,RFA,0.6671,-0.7407,0.0461,-0.0653
2844,RFA,0.6668,-0.7409,0.0460,-0.0655
2845,RFA,0.6666,-0.7411,0.0460,-0.0657
2846,RFA,0.6658,-0.7417,0.0469,-0.0659
2847,RFA,0.6655,-0.7420,0.0475,-0.0659
2848,RFA,0.6651,-0.7423,0.0482,-0.0657
2849,RFA,0.6647,-0.7426,0.0485,-0.0656
2850,RFA,0.6645,-0.7429,0.0482,-0.0657
2851,RFA,0.6644,-0.7430,0.0480,-0.0659
2852,RFA,0.6645,-0.7428,0.0478,-0.0662
2853,RFA,0.6656,-0.7418,0.0475,-0.0668
2854,RFA,0.6667,-0.7408,0.0476,-0.0666
2855,RFA,0.6676,-0.7401,0.0469,-0.0662
2856,RFA,0.6678,-0.7400,0.0455,-0.0661
2857,RFA,0.6682,-0.7397,0.0442,-0.0665
2858,RFA,0.6682,-0.7397,0.0432,-0.0670
2859,RFA,0.6679,-0.7399,0.0428,-0.0674
2860,RFA,0.6672,-0.7406,0.0425,-0.0677
2861,RFA,0.6665,-0.7412,0.0424,-0.0679
2862,RFA,0.6663,-0.7413,0.0429,-0.0681
2863,RFA,0.6664,-0.7413,0.0431,-0.0681
2864,RFA,0.6665,-0.7411,0.0431,-0.0679
2865,RFA,0.6664,-0.7412,0.0432,-0.0676
2866,RFA,0.6661,-0.7416,0.0438,-0.0671
2867,RFA,0.6659,-0.7418,0.0445,-0.0665
2868,RFA,0.6660,-0.7417,0.0447,-0.0662
2869,RFA,0.6662,-0.7415,0.0449,-0.0658
